INDICATOR_ID,INDICATOR_LABEL_EN
ICTSKILLSCRTY.URB.F,"Proportion of youth and adults that set up effective security measures (e.g. strong passwords, log-in attempt notification) to protect devices and online accounts, urban, female (%)"
ICTSKILLSCRTY.URB.GPIA,"Proportion of youth and adults that set up effective security measures (e.g. strong passwords, log-in attempt notification) to protect devices and online accounts, urban, adjusted gender parity index (GPIA)"
ICTSKILLSCRTY.URB.M,"Proportion of youth and adults that set up effective security measures (e.g. strong passwords, log-in attempt notification) to protect devices and online accounts, urban, male (%)"
ICTSKILLSNTWK,"Proportion of youth and adults that participated in social networks, both sexes (%)"
ICTSKILLSNTWK.AG15T24,"Proportion of youth and adults that participated in social networks, 15-24 years old, both sexes (%)"
ICTSKILLSNTWK.AG15T24.F,"Proportion of youth and adults that participated in social networks, 15-24 years old, female (%)"
ICTSKILLSNTWK.AG15T24.GPIA,"Proportion of youth and adults that participated in social networks, 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLSNTWK.AG15T24.M,"Proportion of youth and adults that participated in social networks, 15-24 years old, male (%)"
ICTSKILLSNTWK.AG25T74,"Proportion of youth and adults that participated in social networks, 25-74 years old, both sexes (%)"
ICTSKILLSNTWK.AG25T74.F,"Proportion of youth and adults that participated in social networks, 25-74 years old, female (%)"
ICTSKILLSNTWK.AG25T74.GPIA,"Proportion of youth and adults that participated in social networks, 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLSNTWK.AG25T74.M,"Proportion of youth and adults that participated in social networks, 25-74 years old, male (%)"
ICTSKILLSNTWK.AG75OROVER,"Proportion of youth and adults that participated in social networks, 75 years old or over, both sexes (%)"
ICTSKILLSNTWK.AG75OROVER.F,"Proportion of youth and adults that participated in social networks, 75 years old or over, female (%)"
ICTSKILLSNTWK.AG75OROVER.GPIA,"Proportion of youth and adults that participated in social networks, 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLSNTWK.AG75OROVER.M,"Proportion of youth and adults that participated in social networks, 75 years old or over, male (%)"
ICTSKILLSNTWK.AGUNDER15Y,"Proportion of youth and adults that participated in social networks, under 15 years old, both sexes (%)"
ICTSKILLSNTWK.AGUNDER15Y.F,"Proportion of youth and adults that participated in social networks, under 15 years old, female (%)"
ICTSKILLSNTWK.AGUNDER15Y.GPIA,"Proportion of youth and adults that participated in social networks, under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLSNTWK.AGUNDER15Y.M,"Proportion of youth and adults that participated in social networks, under 15 years old, male (%)"
ICTSKILLSNTWK.F,"Proportion of youth and adults that participated in social networks, female (%)"
ICTSKILLSNTWK.F.LPIA,"Proportion of youth and adults that participated in social networks, female, adjusted location parity index (LPIA)"
ICTSKILLSNTWK.GPIA,"Proportion of youth and adults that participated in social networks, adjusted gender parity index (GPIA)"
ICTSKILLSNTWK.LPIA,"Proportion of youth and adults that participated in social networks, adjusted location parity index (LPIA)"
ICTSKILLSNTWK.M,"Proportion of youth and adults that participated in social networks, male (%)"
ICTSKILLSNTWK.M.LPIA,"Proportion of youth and adults that participated in social networks, male, adjusted location parity index (LPIA)"
ICTSKILLSNTWK.RUR,"Proportion of youth and adults that participated in social networks, rural, both sexes (%)"
ICTSKILLSNTWK.RUR.F,"Proportion of youth and adults that participated in social networks, rural, female (%)"
ICTSKILLSNTWK.RUR.GPIA,"Proportion of youth and adults that participated in social networks, rural, adjusted gender parity index (GPIA)"
ICTSKILLSNTWK.RUR.M,"Proportion of youth and adults that participated in social networks, rural, male (%)"
ICTSKILLSNTWK.URB,"Proportion of youth and adults that participated in social networks, urban, both sexes (%)"
ICTSKILLSNTWK.URB.F,"Proportion of youth and adults that participated in social networks, urban, female (%)"
ICTSKILLSNTWK.URB.GPIA,"Proportion of youth and adults that participated in social networks, urban, adjusted gender parity index (GPIA)"
ICTSKILLSNTWK.URB.M,"Proportion of youth and adults that participated in social networks, urban, male (%)"
ICTSKILLSOFT,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, both sexes (%)"
ICTSKILLSOFT.AG15T24,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 15-24 years old, both sexes (%)"
ICTSKILLSOFT.AG15T24.F,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 15-24 years old, female (%)"
ICTSKILLSOFT.AG15T24.GPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLSOFT.AG15T24.M,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 15-24 years old, male (%)"
ICTSKILLSOFT.AG25T74,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 25-74 years old, both sexes (%)"
ICTSKILLSOFT.AG25T74.F,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 25-74 years old, female (%)"
ICTSKILLSOFT.AG25T74.GPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLSOFT.AG25T74.M,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 25-74 years old, male (%)"
ICTSKILLSOFT.AG75OROVER,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 75 years old or over, both sexes (%)"
ICTSKILLSOFT.AG75OROVER.F,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 75 years old or over, female (%)"
ICTSKILLSOFT.AG75OROVER.GPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLSOFT.AG75OROVER.M,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, 75 years old or over, male (%)"
ICTSKILLSOFT.AGUNDER15Y,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, under 15 years old, both sexes (%)"
ICTSKILLSOFT.AGUNDER15Y.F,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, under 15 years old, female (%)"
ICTSKILLSOFT.AGUNDER15Y.GPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLSOFT.AGUNDER15Y.M,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, under 15 years old, male (%)"
ICTSKILLSOFT.F,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, female (%)"
ICTSKILLSOFT.F.LPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, female, adjusted location parity index (LPIA)"
ICTSKILLSOFT.GPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, adjusted gender parity index (GPIA)"
ICTSKILLSOFT.LPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, adjusted location parity index (LPIA)"
ICTSKILLSOFT.M,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, male (%)"
ICTSKILLSOFT.M.LPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, male, adjusted location parity index (LPIA)"
ICTSKILLSOFT.RUR,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, rural, both sexes (%)"
ICTSKILLSOFT.RUR.F,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, rural, female (%)"
ICTSKILLSOFT.RUR.GPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, rural, adjusted gender parity index (GPIA)"
ICTSKILLSOFT.RUR.M,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, rural, male (%)"
ICTSKILLSOFT.URB,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, urban, both sexes (%)"
ICTSKILLSOFT.URB.F,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, urban, female (%)"
ICTSKILLSOFT.URB.GPIA,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, urban, adjusted gender parity index (GPIA)"
ICTSKILLSOFT.URB.M,"Proportion of youth and adults that found, downloaded, installed and configured sofware and apps, urban, male (%)"
ICTSKILLTRAF,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), both sexes (%)"
ICTSKILLTRAF.AG15T24,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 15-24 years old, both sexes (%)"
ICTSKILLTRAF.AG15T24.F,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 15-24 years old, female (%)"
ICTSKILLTRAF.AG15T24.GPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLTRAF.AG15T24.M,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 15-24 years old, male (%)"
ICTSKILLTRAF.AG25T74,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 25-74 years old, both sexes (%)"
ICTSKILLTRAF.AG25T74.F,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 25-74 years old, female (%)"
ICTSKILLTRAF.AG25T74.GPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLTRAF.AG25T74.M,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 25-74 years old, male (%)"
ICTSKILLTRAF.AG75OROVER,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 75 years old or over, both sexes (%)"
ICTSKILLTRAF.AG75OROVER.F,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 75 years old or over, female (%)"
ICTSKILLTRAF.AG75OROVER.GPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLTRAF.AG75OROVER.M,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), 75 years old or over, male (%)"
ICTSKILLTRAF.AGUNDER15Y,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), under 15 years old, both sexes (%)"
ICTSKILLTRAF.AGUNDER15Y.F,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), under 15 years old, female (%)"
ICTSKILLTRAF.AGUNDER15Y.GPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLTRAF.AGUNDER15Y.M,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), under 15 years old, male (%)"
ICTSKILLTRAF.F,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), female (%)"
ICTSKILLTRAF.F.LPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), female, adjusted location parity index (LPIA)"
ICTSKILLTRAF.GPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), adjusted gender parity index (GPIA)"
ICTSKILLTRAF.LPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), adjusted location parity index (LPIA)"
ICTSKILLTRAF.M,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), male (%)"
ICTSKILLTRAF.M.LPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), male, adjusted location parity index (LPIA)"
ICTSKILLTRAF.RUR,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), rural, both sexes (%)"
ICTSKILLTRAF.RUR.F,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), rural, female (%)"
ICTSKILLTRAF.RUR.GPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), rural, adjusted gender parity index (GPIA)"
ICTSKILLTRAF.RUR.M,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), rural, male (%)"
ICTSKILLTRAF.URB,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), urban, both sexes (%)"
ICTSKILLTRAF.URB.F,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), urban, female (%)"
ICTSKILLTRAF.URB.GPIA,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), urban, adjusted gender parity index (GPIA)"
ICTSKILLTRAF.URB.M,"Proportion of youth and adults that transferred files or applications between devices (including via cloud-storage), urban, male (%)"
ICTSKILLUPLD,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, both sexes (%)"
ICTSKILLUPLD.AG15T24,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 15-24 years old, both sexes (%)"
ICTSKILLUPLD.AG15T24.F,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 15-24 years old, female (%)"
ICTSKILLUPLD.AG15T24.GPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLUPLD.AG15T24.M,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 15-24 years old, male (%)"
ICTSKILLUPLD.AG25T74,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 25-74 years old, both sexes (%)"
ICTSKILLUPLD.AG25T74.F,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 25-74 years old, female (%)"
ICTSKILLUPLD.AG25T74.GPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLUPLD.AG25T74.M,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 25-74 years old, male (%)"
ICTSKILLUPLD.AG75OROVER,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 75 years old or over, both sexes (%)"
ICTSKILLUPLD.AG75OROVER.F,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 75 years old or over, female (%)"
ICTSKILLUPLD.AG75OROVER.GPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLUPLD.AG75OROVER.M,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, 75 years old or over, male (%)"
ICTSKILLUPLD.AGUNDER15Y,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, under 15 years old, both sexes (%)"
ICTSKILLUPLD.AGUNDER15Y.F,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, under 15 years old, female (%)"
ICTSKILLUPLD.AGUNDER15Y.GPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLUPLD.AGUNDER15Y.M,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, under 15 years old, male (%)"
ICTSKILLUPLD.F,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, female (%)"
ICTSKILLUPLD.F.LPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, female, adjusted location parity index (LPIA)"
ICTSKILLUPLD.GPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, adjusted gender parity index (GPIA)"
ICTSKILLUPLD.LPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, adjusted location parity index (LPIA)"
ICTSKILLUPLD.M,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, male (%)"
ICTSKILLUPLD.M.LPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, male, adjusted location parity index (LPIA)"
ICTSKILLUPLD.RUR,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, rural, both sexes (%)"
ICTSKILLUPLD.RUR.F,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, rural, female (%)"
ICTSKILLUPLD.RUR.GPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, rural, adjusted gender parity index (GPIA)"
ICTSKILLUPLD.RUR.M,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, rural, male (%)"
ICTSKILLUPLD.URB,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, urban, both sexes (%)"
ICTSKILLUPLD.URB.F,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, urban, female (%)"
ICTSKILLUPLD.URB.GPIA,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, urban, adjusted gender parity index (GPIA)"
ICTSKILLUPLD.URB.M,"Proportion of youth and adults that uploaded self/user-created content to a website to be shared, urban, male (%)"
ICTSKILLVOIP,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), both sexes (%)"
ICTSKILLVOIP.AG15T24,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 15-24 years old, both sexes (%)"
ICTSKILLVOIP.AG15T24.F,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 15-24 years old, female (%)"
ICTSKILLVOIP.AG15T24.GPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLVOIP.AG15T24.M,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 15-24 years old, male (%)"
ICTSKILLVOIP.AG25T74,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 25-74 years old, both sexes (%)"
ICTSKILLVOIP.AG25T74.F,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 25-74 years old, female (%)"
ICTSKILLVOIP.AG25T74.GPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLVOIP.AG25T74.M,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 25-74 years old, male (%)"
ICTSKILLVOIP.AG75OROVER,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 75 years old or over, both sexes (%)"
ICTSKILLVOIP.AG75OROVER.F,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 75 years old or over, female (%)"
ICTSKILLVOIP.AG75OROVER.GPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLVOIP.AG75OROVER.M,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), 75 years old or over, male (%)"
ICTSKILLVOIP.AGUNDER15Y,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), under 15 years old, both sexes (%)"
ICTSKILLVOIP.AGUNDER15Y.F,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), under 15 years old, female (%)"
ICTSKILLVOIP.AGUNDER15Y.GPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLVOIP.AGUNDER15Y.M,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), under 15 years old, male (%)"
ICTSKILLVOIP.F,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), female (%)"
ICTSKILLVOIP.F.LPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), female, adjusted location parity index (LPIA)"
ICTSKILLVOIP.GPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), adjusted gender parity index (GPIA)"
ICTSKILLVOIP.LPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), adjusted location parity index (LPIA)"
ICTSKILLVOIP.M,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), male (%)"
ICTSKILLVOIP.M.LPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), male, adjusted location parity index (LPIA)"
ICTSKILLVOIP.RUR,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), rural, both sexes (%)"
ICTSKILLVOIP.RUR.F,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), rural, female (%)"
ICTSKILLVOIP.RUR.GPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), rural, adjusted gender parity index (GPIA)"
ICTSKILLVOIP.RUR.M,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), rural, male (%)"
ICTSKILLVOIP.URB,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), urban, both sexes (%)"
ICTSKILLVOIP.URB.F,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), urban, female (%)"
ICTSKILLVOIP.URB.GPIA,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), urban, adjusted gender parity index (GPIA)"
ICTSKILLVOIP.URB.M,"Proportion of youth and adults that made calls (telephoning over the Internet/VoIP, using Skype, Whatsapp, Viber, iTalk, etc.; includes video calls via webcam), urban, male (%)"
ICTSKILLVRFY,"Proportion of youth and adults who have verified the reliability of information found online, both sexes (%)"
ICTSKILLVRFY.AG15T24,"Proportion of youth and adults who have verified the reliability of information found online, 15-24 years old, both sexes (%)"
ICTSKILLVRFY.AG15T24.F,"Proportion of youth and adults who have verified the reliability of information found online, 15-24 years old, female (%)"
ICTSKILLVRFY.AG15T24.GPIA,"Proportion of youth and adults who have verified the reliability of information found online, 15-24 years old, adjusted gender parity index (GPIA)"
ICTSKILLVRFY.AG15T24.M,"Proportion of youth and adults who have verified the reliability of information found online, 15-24 years old, male (%)"
ICTSKILLVRFY.AG25T74,"Proportion of youth and adults who have verified the reliability of information found online, 25-74 years old, both sexes (%)"
ICTSKILLVRFY.AG25T74.F,"Proportion of youth and adults who have verified the reliability of information found online, 25-74 years old, female (%)"
ICTSKILLVRFY.AG25T74.GPIA,"Proportion of youth and adults who have verified the reliability of information found online, 25-74 years old, adjusted gender parity index (GPIA)"
ICTSKILLVRFY.AG25T74.M,"Proportion of youth and adults who have verified the reliability of information found online, 25-74 years old, male (%)"
ICTSKILLVRFY.AG75OROVER,"Proportion of youth and adults who have verified the reliability of information found online, 75 years old or over, both sexes (%)"
ICTSKILLVRFY.AG75OROVER.F,"Proportion of youth and adults who have verified the reliability of information found online, 75 years old or over, female (%)"
ICTSKILLVRFY.AG75OROVER.GPIA,"Proportion of youth and adults who have verified the reliability of information found online, 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLVRFY.AG75OROVER.M,"Proportion of youth and adults who have verified the reliability of information found online, 75 years old or over, male (%)"
ICTSKILLVRFY.AGUNDER15Y,"Proportion of youth and adults who have verified the reliability of information found online, under 15 years old, both sexes (%)"
ICTSKILLVRFY.AGUNDER15Y.F,"Proportion of youth and adults who have verified the reliability of information found online, under 15 years old, female (%)"
ICTSKILLVRFY.AGUNDER15Y.GPIA,"Proportion of youth and adults who have verified the reliability of information found online, under 15 years old, adjusted gender parity index (GPIA)"
ICTSKILLVRFY.AGUNDER15Y.M,"Proportion of youth and adults who have verified the reliability of information found online, under 15 years old, male (%)"
ICTSKILLVRFY.F,"Proportion of youth and adults who have verified the reliability of information found online, female (%)"
ICTSKILLVRFY.F.LPIA,"Proportion of youth and adults who have verified the reliability of information found online, female, adjusted location parity index (LPIA)"
ICTSKILLVRFY.GPIA,"Proportion of youth and adults who have verified the reliability of information found online, adjusted gender parity index (GPIA)"
ICTSKILLVRFY.LPIA,"Proportion of youth and adults who have verified the reliability of information found online, adjusted location parity index (LPIA)"
ICTSKILLVRFY.M,"Proportion of youth and adults who have verified the reliability of information found online, male (%)"
ICTSKILLVRFY.M.LPIA,"Proportion of youth and adults who have verified the reliability of information found online, male, adjusted location parity index (LPIA)"
ICTSKILLVRFY.RUR,"Proportion of youth and adults who have verified the reliability of information found online, rural, both sexes (%)"
ICTSKILLVRFY.RUR.F,"Proportion of youth and adults who have verified the reliability of information found online, rural, female (%)"
ICTSKILLVRFY.RUR.GPIA,"Proportion of youth and adults who have verified the reliability of information found online, rural, adjusted gender parity index (GPIA)"
ICTSKILLVRFY.RUR.M,"Proportion of youth and adults who have verified the reliability of information found online, rural, male (%)"
ICTSKILLVRFY.URB,"Proportion of youth and adults who have verified the reliability of information found online, urban, both sexes (%)"
ICTSKILLVRFY.URB.F,"Proportion of youth and adults who have verified the reliability of information found online, urban, female (%)"
ICTSKILLVRFY.URB.GPIA,"Proportion of youth and adults who have verified the reliability of information found online, urban, adjusted gender parity index (GPIA)"
ICTSKILLVRFY.URB.M,"Proportion of youth and adults who have verified the reliability of information found online, urban, male (%)"
LR.AG15T24,"Youth literacy rate, population 15-24 years, both sexes (%)"
LR.AG15T24.F,"Youth literacy rate, population 15-24 years, female (%)"
LR.AG15T24.F.LPIA,"Youth literacy rate, population 15-24 years, female, adjusted location parity index (LPIA)"
LR.AG15T24.F.WPIA,"Youth literacy rate, population 15-24 years, female, adjusted wealth parity index (WPIA)"
LR.AG15T24.GPIA,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)"
LR.AG15T24.LPIA,"Youth literacy rate, population 15-24 years, adjusted location parity index (LPIA)"
LR.AG15T24.M,"Youth literacy rate, population 15-24 years, male (%)"
LR.AG15T24.M.LPIA,"Youth literacy rate, population 15-24 years, male, adjusted location parity index (LPIA)"
LR.AG15T24.M.WPIA,"Youth literacy rate, population 15-24 years, male, adjusted wealth parity index (WPIA)"
LR.AG15T24.Q1,"Youth literacy rate, population 15-24 years, poorest quintile, both sexes (%)"
LR.AG15T24.Q1.F,"Youth literacy rate, population 15-24 years, poorest quintile, female (%)"
LR.AG15T24.Q1.GPIA,"Youth literacy rate, population 15-24 years, poorest quintile, adjusted gender parity index (GPIA)"
LR.AG15T24.Q1.M,"Youth literacy rate, population 15-24 years, poorest quintile, male (%)"
LR.AG15T24.Q5,"Youth literacy rate, population 15-24 years, richest quintile, both sexes (%)"
LR.AG15T24.Q5.F,"Youth literacy rate, population 15-24 years, richest quintile, female (%)"
LR.AG15T24.Q5.GPIA,"Youth literacy rate, population 15-24 years, richest quintile, adjusted gender parity index (GPIA)"
LR.AG15T24.Q5.M,"Youth literacy rate, population 15-24 years, richest quintile, male (%)"
LR.AG15T24.RUR,"Youth literacy rate, population 15-24 years, rural, both sexes (%)"
LR.AG15T24.RUR.F,"Youth literacy rate, population 15-24 years, rural, female (%)"
LR.AG15T24.RUR.GPIA,"Youth literacy rate, population 15-24 years, rural, adjusted gender parity index (GPIA)"
LR.AG15T24.RUR.M,"Youth literacy rate, population 15-24 years, rural, male (%)"
