country_alpha3,country_name,year,1_1_ffp_x1,1_2_ucdp,1_3_wef_gci_subpillar:_5._security,1_4_political_terror,1_5_ffp_p3,protection,2_1_1_wef_gcr_2nd_pillar:_infrastructure,2_1_2_un:_telecom,"2_2_1_government_expend._on_primary_and_secondary_education,_total_(%_of_gdp)",2_2_2_wef_gcr_indicator_quality_of_primary_education,2_3_1_domestic_general_government_health_expenditure_(%_of_gdp),2_3_2_out_of_pocket_expenditure_(%_of_total_national_health_care_spending),2_4_1_public_social_protection_(excl._health)_expenditure_(%_of_gdp),2_4_2_coverage_of_older_persons_by_sp_benefits,2_5_1_public_expenditure_on_socials_safety_nets_(%_of_gdp),2_5_2_vulnerable_persons_covered_by_social_assistance,2_6_1_share_of_wage_employment_on_work_age_pop,2_6_2_working_poverty_head_count_rate_(percentage_of_persons_living_in_poverty_in_spite_of_being_employed),2_7_1_wef_gci_subpillar:_1._property_rights,2_7_2_wef_gci_subpillars_2_and_3._ethics_and_corruption;_undue_influence,2_8_1_wef_gci_subpillar:_1._domestic_competition,2_8_2_wef_gci_subpillar:_4._government_efficiency,provision,3_1_v_dem_index_on_electoral_democracy,3_2_wb_voice_and_accountability_indicator,participation
GRC,Greece,2013,0.49,1.0,0.8066666666666668,0.5,0.7,0.6993333333333334,0.6842857142857143,0.6040049999999999,0.527096,0.5371428571428571,1.0,0.6592290878,1.0,0.958,1.0,,0.6301051,1.0,0.5471428571428572,0.40714285714285714,0.5471428571428572,0.3685714285714286,0.7168664849517856,0.883,0.6500059128,0.7665029564
GTM,Guatemala,2013,0.45999999999999996,1.0,0.5033333333333334,0.75,0.3400000000000001,0.6106666666666667,0.5471428571428572,0.24795,0.405912,0.32142857142857145,0.442970752,0.4538051987,,0.083,0.25503761768341066,0.02,0.5647753999999999,0.9436,0.5028571428571429,0.4007142857142857,0.5914285714285714,0.4928571428571429,0.3972799712382489,0.58,0.4442748368,0.5121374184
GIN,Guinea,2013,0.29999999999999993,1.0,0.67,0.5,0.15999999999999992,0.526,0.24714285714285714,0.049769999999999995,0.244034,0.32857142857142857,0.097717016,0.3809401321,,,0.2341256856918335,,0.07172402,0.6169,0.39,0.3457142857142857,0.5314285714285715,0.45285714285714285,0.3017893446569966,0.318,0.3162467838,0.3171233919
HTI,Haiti,2013,0.009999999999999898,1.0,0.64,0.75,0.24,0.5279999999999999,0.28285714285714286,0.0825,,0.37285714285714283,0.097752792,0.6375835419,0.327,,,,0.2558573,0.7907,0.29714285714285715,0.3321428571428572,0.4471428571428571,0.37,0.35667097385,0.43,0.3695299148,0.3997649574
HND,Honduras,2013,0.30999999999999994,1.0,0.46,0.5,0.37,0.528,0.4014285714285714,0.206215,0.871732,0.31857142857142856,0.6987475400000001,0.5074166489,,0.075,0.08562049865722657,,0.4449067,0.8696,0.46714285714285714,0.3614285714285715,0.5428571428571428,0.4228571428571429,0.4021340375312604,0.425,0.423115784,0.424057892
HUN,Hungary,2013,0.62,1.0,0.8583333333333334,1.0,0.66,0.8276666666666668,0.6242857142857142,0.5665100000000001,0.485346,0.6185714285714285,0.959906102,0.7161512375,1.0,1.0,0.3699763774871826,0.56,0.8872414999999999,1.0,0.5357142857142857,0.4385714285714286,0.5971428571428571,0.39999999999999997,0.6724635582045561,0.733,0.6597575188,0.6963787593999999
ISL,Iceland,2013,0.48,1.0,1.0,,0.87,0.8375,0.8014285714285714,0.86811,0.8561820000000001,0.7699999999999999,1.0,0.8174385262,1.0,0.667,1.0,,0.8754932,1.0,0.7228571428571428,0.6785714285714286,0.6185714285714285,0.6228571428571429,0.8311568400303571,0.863,0.7968644858,0.8299322429
IND,India,2013,0.48,0.9391864435850946,0.7550000000000001,0.25,0.4099999999999999,0.566837288717019,0.5214285714285714,0.1237,0.510088,0.5214285714285715,0.173008382,0.3092696381000001,,0.252,0.29923396110534667,0.10400000000000001,0.20127520000000002,0.8232999999999999,0.5914285714285714,0.4642857142857143,0.6114285714285714,0.5114285714285715,0.3918314845396198,0.695,0.6003221273999999,0.6476610637
IDN,Indonesia,2013,0.4099999999999999,1.0,0.7116666666666667,0.5,0.35,0.5943333333333334,0.5957142857142856,0.24755,0.46204599999999996,0.61,0.16337364999999998,0.49100120540000003,0.1110116409428152,0.14,0.1104079008102417,,0.4634626,0.9299999999999999,0.5728571428571428,0.4992857142857143,0.6385714285714286,0.5642857142857143,0.41937344897984896,0.692,0.5228819490000001,0.6074409745
IRN,"Iran, Islamic Rep.",2013,0.25,1.0,0.7316666666666667,0.5,0.05999999999999994,0.5083333333333333,0.5914285714285713,0.27890499999999996,0.423544,0.5742857142857142,0.4571764,0.4893304825,,0.17,,,0.5582386,0.9995,0.5428571428571428,0.4964285714285714,0.5971428571428571,0.44571428571428573,0.48532511609693874,0.199,0.2018239022,0.20041195109999999
IRQ,Iraq,2013,0.1499999999999999,0.0,,0.0,0.14,0.07249999999999998,,0.168705,,,0.22927024399999998,0.4165022278,,,0.2965630292892456,,0.7313455000000001,0.9959,,,,,0.41294425379731137,0.419,0.3094383358,0.3642191679
IRL,Ireland,2013,0.78,1.0,0.9833333333333334,1.0,0.87,0.9266666666666667,0.7528571428571428,0.67962,0.8109379999999999,0.812857142857143,1.0,0.8570988369,1.0,0.7040000000000001,,0.738,0.8298086000000001,1.0,0.8042857142857143,0.7464285714285713,0.7342857142857142,0.6214285714285713,0.8018505183776785,0.887,0.7719183206,0.8294591603
ISR,Israel,2013,0.22999999999999998,0.0933736950617261,0.7766666666666667,0.25,0.24,0.31800807234567857,0.7028571428571428,0.7029449999999999,0.7895220000000001,0.5571428571428572,0.89774971,0.7734582901,1.0,0.8109999999999999,0.2,,0.883664,1.0,0.6957142857142857,0.6321428571428571,0.6114285714285714,0.5285714285714286,0.6866372589348215,0.736,0.6426094532000001,0.6893047266000001
ITA,Italy,2013,0.8,1.0,0.7816666666666668,0.75,0.71,0.8083333333333333,0.7642857142857142,0.6721950000000001,0.54312,0.6685714285714285,1.0,0.7777369499,1.0,0.902,,0.426,0.7517843999999999,1.0,0.5828571428571429,0.4192857142857143,0.5742857142857142,0.34285714285714286,0.6781862004401786,0.867,0.7021266697999999,0.7845633349
JAM,Jamaica,2013,0.37,1.0,0.6283333333333334,0.5,0.5,0.5996666666666667,0.49857142857142855,0.27104,0.93408,0.48714285714285716,0.59443841,0.8052211189,,0.303,0.3024594783782959,,0.5955621,0.9939,0.5771428571428572,0.46499999999999997,0.6242857142857143,0.45285714285714285,0.531885036603537,0.812,0.621924889,0.7169624445
JPN,Japan,2013,0.6299999999999999,1.0,0.8933333333333334,0.75,0.7,0.7946666666666667,0.8614285714285714,0.75066,0.5289360000000001,0.7300000000000001,1.0,0.8729871941,1.0,1.0,,1.0,0.8847301000000001,1.0,0.8271428571428572,0.7492857142857143,0.6642857142857144,0.5942857142857143,0.8414838665955359,0.825,0.7324634076000001,0.7787317038
JOR,Jordan,2013,0.3799999999999999,1.0,0.98,0.5,0.26,0.624,0.6185714285714285,0.29100000000000004,0.611308,0.6628571428571428,0.882148552,0.7786651420999999,0.98290980564462,,0.3546935796737671,,0.8557409,0.9988,0.7242857142857143,0.5878571428571429,0.67,0.5942857142857143,0.6844204067246198,0.263,0.3583280324,0.3106640162
KAZ,Kazakhstan,2013,0.47,1.0,0.8250000000000002,0.5,0.29000000000000004,0.617,0.5957142857142856,0.46517,,0.5642857142857143,0.36939907,0.740447216,0.5986900743507221,0.826,0.3416161298751831,1.0,0.6958043,0.9999,0.5785714285714285,0.4928571428571429,0.6314285714285715,0.5642857142857143,0.6267784601034048,0.232,0.2732387782,0.2526193891
KEN,Kenya,2013,0.1499999999999999,0.9813976855755798,0.615,0.25,0.29000000000000004,0.4572795371151159,0.46285714285714286,0.14121,0.836854,0.5114285714285715,0.371822118,0.678679657,,0.248,0.07485429644584655,0.057999999999999996,0.34034640000000005,0.6612,0.5371428571428571,0.45285714285714285,0.61,0.5257142857142857,0.4224354044653654,0.495,0.474389097,0.4846945485
KOR,"Korea, Rep.",2013,0.45999999999999996,1.0,0.815,0.75,0.74,0.7529999999999999,0.8357142857142856,0.88531,0.6099140000000001,0.7171428571428571,0.7227255340000001,0.6578454208,0.9332,1.0,,0.489,0.7259062000000001,1.0,0.6242857142857143,0.46714285714285714,0.6542857142857142,0.4642857142857143,0.7047348936035713,0.725,0.6536306857999999,0.6893153429
KWT,Kuwait,2013,0.5599999999999999,1.0,0.9300000000000002,0.75,0.32000000000000006,0.7120000000000001,0.6242857142857142,0.502035,0.483626,0.49142857142857144,0.417808532,0.8551455879000001,,0.273,0.15931460857391358,,0.9830997,1.0,0.6585714285714286,0.5407142857142857,0.6071428571428571,0.4628571428571429,0.5307090023154892,0.307,0.3874427318,0.34722136589999997
KGZ,Kyrgyz Republic,2013,0.27,1.0,0.6650000000000001,0.5,0.24,0.5349999999999999,0.38285714285714284,0.285235,,0.4242857142857143,0.789372158,0.5358479308999999,0.9205958826304237,1.0,0.5194158554077148,,0.5624937,0.9897,0.3871428571428571,0.32928571428571424,0.5371428571428571,0.41428571428571426,0.563835131039473,0.449,0.41075050839999994,0.42987525419999995
LAO,Lao PDR,2013,0.33999999999999997,1.0,0.8116666666666668,0.75,0.16999999999999993,0.6143333333333333,0.5228571428571428,0.130765,0.28326,0.5357142857142857,0.142532528,0.5129667663999999,0.120032,,0.007771480083465576,0.0,0.17436759999999998,0.8569,0.5528571428571428,0.5442857142857143,0.63,0.5571428571428572,0.35571778233378804,0.091,0.19379642000000002,0.14239821000000003
LVA,Latvia,2013,0.62,1.0,0.9066666666666668,0.75,0.6799999999999999,0.7913333333333334,0.6057142857142858,0.56438,0.8063739999999999,0.6842857142857143,0.64425459,0.6152851485999999,1.0,1.0,0.20472662448883056,0.85,0.8844721,1.0,0.6028571428571429,0.49785714285714283,0.6485714285714286,0.4857142857142857,0.6934057789430519,0.83,0.666243112,0.748121556
LBN,Lebanon,2013,0.18000000000000005,0.6045167265335962,0.6416666666666667,0.5,0.32000000000000006,0.44923667864005257,0.38999999999999996,0.337895,,0.8185714285714286,0.623238278,0.6304541779,0.0948998321314368,,,,0.636642,0.999,0.48857142857142855,0.29071428571428576,0.6471428571428571,0.37142857142857144,0.5172877942973482,0.516,0.4367745698,0.47638728490000004
LSO,Lesotho,2013,0.2799999999999999,1.0,0.7183333333333333,0.5,0.45999999999999996,0.5916666666666666,0.3657142857142857,0.083875,1.0,0.47714285714285715,0.9247008320000001,0.8377737427,,0.94,1.0,0.078,0.4100862,0.7796000000000001,0.46714285714285714,0.48714285714285716,0.6257142857142857,0.5071428571428571,0.62025223591875,0.625,0.539321658,0.582160829
LBR,Liberia,2013,0.019999999999999907,1.0,0.7316666666666667,0.75,0.36,0.5723333333333334,0.33999999999999997,0.06201,0.231772,0.4057142857142857,0.068449896,0.5182867813,,,0.33653879999999997,,0.2088623,0.5689,0.5357142857142857,0.4878571428571429,0.6571428571428571,0.5628571428571428,0.380046020827551,0.609,0.4402163386,0.5246081693
LTU,Lithuania,2013,0.6799999999999999,1.0,0.8800000000000001,1.0,0.71,0.8539999999999999,0.67,0.5730999999999999,0.523914,0.7128571428571429,0.8036064140000001,0.6717912674,1.0,1.0,0.08606669306755066,0.513,0.8822753,1.0,0.5828571428571429,0.4878571428571429,0.6014285714285714,0.49142857142857144,0.6625113903685077,0.837,0.6993570090000001,0.7681785045
LUX,Luxembourg,2013,0.8,1.0,1.0,,0.9,0.9249999999999999,0.8271428571428571,0.8683099999999999,0.640026,0.6685714285714285,0.9271194460000001,0.8878029251,1.0,1.0,1.0,,0.9116742999999999,1.0,0.8571428571428571,0.7764285714285715,0.7428571428571429,0.6985714285714285,0.8628529348008929,0.877,0.8342615128,0.8556307564000001
MDG,Madagascar,2013,0.22999999999999998,1.0,0.6366666666666667,0.25,0.4099999999999999,0.5053333333333333,0.3228571428571428,0.050390000000000004,0.31223,0.38,0.260851788,0.6429179001,0.06708716995500054,,0.04427854,,0.10810560000000001,0.23209999999999997,0.42,0.3528571428571428,0.6128571428571429,0.41285714285714287,0.2706722049649108,0.243,0.3668061614,0.3049030807
MWI,Malawi,2013,0.15999999999999992,1.0,0.785,0.75,0.32000000000000006,0.603,0.31571428571428567,0.04024,0.6626239999999999,0.4114285714285714,0.41734547600000005,0.9329403639,,0.023,0.29898924827575685,0.196,0.3871772,0.32730000000000004,0.5257142857142857,0.46499999999999997,0.5714285714285714,0.5228571428571429,0.38254744658241335,0.561,0.480934976,0.520967488
MYS,Malaysia,2013,0.5599999999999999,0.8576237202350747,0.835,0.5,0.29000000000000004,0.608524744047015,0.7414285714285714,0.44822,0.781068,0.6900000000000001,0.378714132,0.6633091354,,,0.15177552700042723,,0.7436784,0.9999,0.7242857142857143,0.6228571428571428,0.76,0.6785714285714286,0.6096845413245509,0.319,0.4495102048,0.3842551024
MDV,Maldives,2013,0.3599999999999999,1.0,,0.75,0.24,0.5874999999999999,,0.377545,0.48251800000000006,,0.859953022,0.6763490677,,0.997,0.21444619999999998,,0.7235739999999999,0.9998,,,,,0.6168912074749999,0.468,0.4287583828,0.44837919140000004
MLI,Mali,2013,0.19999999999999996,0.29065488807712614,0.5516666666666667,0.5,0.35,0.3784643109487586,0.43571428571428567,0.09974,0.544416,0.36428571428571427,0.163167644,0.6518065643,,0.027000000000000003,0.12427926063537598,,0.171108,0.4728,0.44,0.34500000000000003,0.6028571428571429,0.46,0.31584086702674347,0.325,0.460292244,0.39264612200000004
MLT,Malta,2013,0.62,1.0,0.9516666666666667,1.0,0.67,0.8483333333333334,0.7171428571428571,0.74377,0.90391,0.812857142857143,1.0,0.6977777863,1.0,0.7929999999999999,0.24,,0.8617865,1.0,0.7585714285714286,0.5685714285714286,0.6557142857142857,0.5514285714285714,0.7215331250366072,0.796,0.7416201592,0.7688100796
MRT,Mauritania,2013,0.20999999999999996,1.0,0.7716666666666667,0.5,0.26,0.5483333333333332,0.3871428571428571,0.13744,0.32768,0.31428571428571433,0.21657538399999998,0.49791481019999995,,0.09300000000000001,0.6272648000000001,,0.4306102,0.9513,0.3842857142857143,0.33428571428571424,0.5,0.40285714285714286,0.3953066960660715,0.458,0.3285276412,0.3932638206
MUS,Mauritius,2013,0.54,1.0,0.9233333333333335,,0.65,0.7783333333333333,0.6342857142857143,0.3851,0.54806,0.64,0.391538096,0.4681965256,0.9579572834409159,,0.6912882804870606,,0.7920552999999999,0.9984,0.6742857142857143,0.5635714285714285,0.7085714285714285,0.6057142857142858,0.6692668513052829,0.766,0.6971346974,0.7315673487000001
MEX,Mexico,2013,0.39,1.0,0.5616666666666668,0.25,0.37,0.5143333333333334,0.5914285714285713,0.312175,0.67391,0.3985714285714286,0.624506378,0.6012093353000001,1.0,0.6409999999999999,0.3245258808135986,0.29,0.6708322,0.9743,0.5700000000000001,0.42928571428571427,0.58,0.4828571428571428,0.5727876032035284,0.623,0.536997819,0.5799989095
MDA,Moldova,2013,0.30999999999999994,1.0,0.8033333333333335,0.75,0.4,0.6526666666666666,0.5099999999999999,0.39108,0.742204,0.5357142857142857,0.8109986299999999,0.5742387009000001,1.0,0.752,0.2226564645767212,,0.6878233,0.9997,0.43142857142857144,0.3335714285714286,0.5585714285714286,0.41714285714285715,0.5743616332176259,0.656,0.5016508896,0.5788254448000001
MNG,Mongolia,2013,0.35,1.0,0.7966666666666667,0.5,0.45999999999999996,0.6213333333333334,0.41428571428571426,0.223605,0.5845499999999999,0.5014285714285714,0.45232114799999995,0.6268911743000001,,1.0,0.5049869060516358,0.35100000000000003,0.49286369999999996,0.9992,0.4571428571428572,0.3735714285714286,0.5971428571428571,0.41571428571428576,0.5621689776648344,0.688,0.5371096611999999,0.6125548305999999
MNE,Montenegro,2013,0.47,1.0,0.8666666666666667,0.75,0.5599999999999999,0.7293333333333334,0.5771428571428571,0.5428,,0.7085714285714285,0.979536056,0.5792282486,,0.523,0.1198611855506897,,0.8398699000000001,0.9968,0.5742857142857142,0.545,0.64,0.5457142857142857,0.5952026431241934,0.471,0.5506437718,0.5108218859
MAR,Morocco,2013,0.51,1.0,0.8766666666666667,0.5,0.3400000000000001,0.6453333333333333,0.6142857142857142,0.306095,1.0,0.4185714285714286,0.503628922,0.48332427980000003,,,0.4948880672454834,,0.46943429999999997,0.9926,0.6142857142857142,0.5085714285714286,0.64,0.5242857142857142,0.5760613311636404,0.272,0.3794516802,0.3257258401
MOZ,Mozambique,2013,0.31999999999999995,0.8614115324447068,0.68,0.5,0.36,0.5442823064889414,0.33999999999999997,0.049375,0.922982,0.3157142857142857,0.303706026,0.9198335838,,0.17300000000000001,0.23288419999999999,0.08199999999999999,0.1283526,0.38270000000000004,0.4571428571428572,0.3764285714285714,0.5528571428571428,0.4614285714285714,0.3669628023982143,0.444,0.4657898038,0.45489490190000004
MMR,Myanmar,2013,0.33999999999999997,0.5147858971810437,0.4816666666666667,0.25,0.16999999999999993,0.35129051276954204,0.2871428571428571,0.00418,0.314732,0.3071428571428571,0.120821774,0.2776855469,,0.009000000000000001,0.005938237160444259,,0.3378134,0.9276,0.3671428571428571,0.36428571428571427,0.51,0.3814285714285714,0.2643657532727341,0.356,0.23048305519999998,0.2932415276
NAM,Namibia,2013,0.35,1.0,0.785,0.75,0.51,0.679,0.6,0.20518999999999998,0.206794,0.43285714285714283,0.836244488,0.9011231232,0.795246299161245,,0.5614274024963379,,0.6388409,0.8961,0.6900000000000001,0.525,0.6028571428571429,0.5528571428571428,0.6125757089429121,0.662,0.5939730644,0.6279865322
NPL,Nepal,2013,0.29000000000000004,1.0,0.6000000000000001,0.5,0.20999999999999996,0.52,0.2757142857142857,0.11406,0.650026,0.5057142857142857,0.151354814,0.36466564179999994,0.21902337420050225,0.8420000000000001,0.42087502479553224,0.14800000000000002,0.191335,0.9395,0.4657142857142857,0.39071428571428574,0.5714285714285714,0.44,0.4181328480676093,0.281,0.412644881,0.3468224405
NLD,Netherlands,2013,0.85,1.0,0.995,1.0,0.9,0.9490000000000001,0.8757142857142857,0.82586,0.676574,0.8085714285714286,1.0,0.8846534824,1.0,0.968,1.0,0.903,0.8394756,1.0,0.8414285714285714,0.812857142857143,0.7542857142857143,0.7028571428571428,0.8683298355071429,0.876,0.821742177,0.8488710884999999
NZL,New Zealand,2013,0.9,1.0,1.0,1.0,0.88,0.9560000000000001,0.7442857142857142,0.741165,0.8160719999999999,0.8228571428571428,1.0,0.8762883663000001,1.0,0.9790000000000001,,0.09699999999999999,0.8459093,1.0,0.8528571428571429,0.8764285714285714,0.7771428571428572,0.7528571428571428,0.7674289523580357,0.894,0.8293787955999999,0.8616893978
NIC,Nicaragua,2013,0.27,1.0,0.7016666666666667,0.75,0.45999999999999996,0.6363333333333333,0.44857142857142857,0.14433,0.326516,0.4342857142857143,0.773777676,0.6310442352,,,0.4444738864898682,,0.5336664,0.9687,0.4857142857142857,0.43,0.5342857142857144,0.5,0.5071313733597771,0.34,0.4264846802,0.3832423401
NER,Niger,2013,0.1499999999999999,0.8667539766667511,,0.75,0.24,0.5016884941666877,0.3271428571428571,0.03389,0.48636,,0.268089486,0.43456314090000003,,0.057999999999999996,0.08396044373512268,0.16399999999999998,0.08059596000000001,0.5650999999999999,,,,,0.253838490648165,0.639,0.4560352922,0.5475176461
NGA,Nigeria,2013,0.37,0.4313026348469291,0.5083333333333333,0.25,0.14,0.3399271936360525,0.3970804499884379,0.15870499999999998,,0.41714285714285715,0.097855682,0.2907326508,0.0707320392852679,0.078,0.05924813747406006,0.018000000000000002,0.1806753,0.6027,0.46,0.34714285714285714,0.6157142857142857,0.47000000000000003,0.2925545072931639,0.528,0.38053385019999997,0.4542669251
MKD,North Macedonia,2013,,1.0,0.815,0.75,0.5700000000000001,0.78375,0.5185714285714286,0.432785,,0.5614285714285715,0.8822234160000001,0.6629283905,,0.7140000000000001,0.3595078468322754,,0.7190401,0.977,0.6114285714285714,0.5085714285714286,0.7014285714285714,0.5214285714285715,0.6128298946531415,0.442,0.5046042568,0.47330212839999997
NOR,Norway,2013,0.87,1.0,0.9866666666666667,1.0,0.81,0.9333333333333333,0.7171428571428571,0.80016,0.761776,0.7028571428571428,1.0,0.8540580463,1.0,0.9440000000000001,,0.831,0.9301627,1.0,0.8314285714285715,0.8257142857142857,0.6985714285714285,0.6842857142857143,0.8382597966437499,0.898,0.8551254509999999,0.8765627254999999
OMN,Oman,2013,0.76,1.0,1.0,0.75,0.25,0.752,0.7257142857142856,0.44071000000000005,0.9890779999999999,0.6014285714285714,0.48703713400000004,0.9285833596999999,0.38344981753949403,,,,0.9651430999999999,1.0,0.7814285714285714,0.7435714285714285,0.7457142857142857,0.7142857142857143,0.7063995775658461,0.174,0.3130638242,0.2435319121
PAK,Pakistan,2013,0.040000000000000036,0.4537840446501995,0.47666666666666674,0.25,0.13000000000000012,0.2700901422633733,0.38571428571428573,0.12064,0.28832199999999997,0.42,0.140533722,0.34834350589999996,0.00952240058584886,,0.1235242486000061,,0.39773949999999997,0.9396,0.4571428571428572,0.41571428571428576,0.6014285714285714,0.44857142857142857,0.32686521592769613,0.456,0.3597512246,0.4078756123
PAN,Panama,2013,0.6699999999999999,1.0,0.7633333333333334,1.0,0.5599999999999999,0.7986666666666667,0.6985714285714285,0.44894,0.526666,0.4857142857142857,0.8306878080000001,0.6768570709,,,0.29505276679992676,,0.6772248000000001,0.9894,0.6814285714285714,0.42428571428571427,0.6657142857142857,0.5685714285714286,0.5902976376275406,0.762,0.5986653864,0.6803326932
PNG,Papua New Guinea,2013,0.37,1.0,,0.5,0.38,0.5625,,0.047009999999999996,,,0.396911884,0.9342756701,,,0.0011170576326549053,,0.19620439999999997,0.6773,,,,,0.2876182586706637,0.413,0.514973025,0.4639865125
PRY,Paraguay,2013,0.58,1.0,0.6133333333333334,0.75,0.39,0.6666666666666667,0.38,0.210225,0.522594,0.31,0.529395866,0.5249584961,,0.222,0.2822481393814087,,0.5544268,0.9949,0.4014285714285714,0.2857142857142857,0.6342857142857143,0.43571428571428567,0.4245087061253547,0.59,0.4953560482,0.5426780241
PER,Peru,2013,0.55,1.0,0.5566666666666668,0.5,0.5,0.6213333333333334,0.5,0.26517,0.40030200000000005,0.32857142857142857,0.531688214,0.6491081619,0.5272049854,0.193,0.2769572019577026,,0.4543275,0.9486,0.4857142857142857,0.3892857142857143,0.6271428571428571,0.4557142857142857,0.4568589897902486,0.806,0.5323907851999999,0.6691953926
PHL,Philippines,2013,0.44999999999999996,0.6302149930319847,0.7116666666666667,0.5,0.32999999999999996,0.5243763319397303,0.48571428571428565,0.22665,0.392848,0.5428571428571428,0.224089408,0.4242559814,0.196940445530979,0.39799999999999996,0.1331673741340637,0.078,0.5803053,0.9233,0.5842857142857143,0.4342857142857143,0.5599999999999999,0.5,0.41779371038799373,0.553,0.5170678676,0.5350339338000001
POL,Poland,2013,0.6699999999999999,1.0,0.8916666666666667,1.0,0.71,0.8543333333333333,0.5657142857142857,0.526965,0.620018,0.5971428571428571,0.901867198,0.7619839668,1.0,1.0,0.3933648347854614,0.52,0.7817021,1.0,0.5828571428571429,0.5164285714285715,0.6257142857142857,0.43,0.6764848901526629,0.889,0.7106965304,0.7998482652000001
PRT,Portugal,2013,0.6699999999999999,1.0,0.9983333333333334,1.0,0.73,0.8796666666666667,0.7928571428571428,0.60612,0.724738,0.6442857142857142,1.0,0.7120596123,1.0,0.8220000000000001,,0.593,0.7805892,1.0,0.6757142857142858,0.5414285714285715,0.5957142857142858,0.43857142857142856,0.7200048900544642,0.887,0.7241274596,0.8055637298
QAT,Qatar,2013,0.6,1.0,1.0,1.0,0.44000000000000006,0.808,0.7428571428571429,0.51958,,0.8057142857142857,0.349509048,0.9309056759000001,,0.18,,0.01,0.9950667,1.0,0.8542857142857143,0.8521428571428571,0.8042857142857143,0.7914285714285715,0.6144681247080357,0.083,0.32481472499999997,0.2039073625
ROM,Romania,2013,0.54,1.0,0.7916666666666667,0.75,0.61,0.7383333333333334,0.4757142857142857,0.43088,0.306522,0.5214285714285715,0.82057705,0.7982388496,1.0,1.0,0.2594245672225952,0.826,0.6718223999999999,,0.5128571428571428,0.3735714285714286,0.5700000000000001,0.39999999999999997,0.6024286684621265,0.677,0.5766544222000001,0.6268272111000001
RUS,Russian Federation,2013,0.6,0.7502788747070948,0.6866666666666668,0.25,0.14,0.48538910827475223,0.6585714285714286,0.6498200000000001,,0.5885714285714286,0.633918142,0.6516774368,1.0,0.912,0.32162744998931886,0.545,0.9275883,1.0,0.4257142857142857,0.38928571428571423,0.5414285714285715,0.43571428571428567,0.6418430294779038,0.281,0.31627423759999995,0.2986371188
RWA,Rwanda,2013,0.19999999999999996,0.720767033656094,0.9883333333333333,0.5,0.22999999999999998,0.5278200733978855,0.45714285714285713,0.07213,0.6405939999999999,0.5428571428571428,0.432665586,0.8769017029,,0.047,0.13945368,,0.2878409,0.44830000000000003,0.7228571428571428,0.7299999999999999,0.7014285714285714,0.7357142857142858,0.43883372180625,0.228,0.27937796119999997,0.2536889806
SAU,Saudi Arabia,2013,0.44000000000000006,1.0,0.98,0.5,0.10999999999999999,0.606,0.7399999999999999,0.49229500000000004,0.8401820000000001,0.5928571428571429,0.621572686,0.8564013577,,,0.14259861707687377,,0.9468575,1.0,0.7457142857142857,0.7142857142857143,0.7342857142857142,0.6385714285714286,0.6577300045405737,0.017,0.14949281220000002,0.0832464061
SEN,Senegal,2013,0.37,0.9615515448727995,0.7866666666666667,0.75,0.38,0.6496436423078932,0.3971428571428571,0.146335,0.661284,0.4657142857142857,0.23415417600000002,0.4476106261999999,,0.299,0.17713587284088134,0.17,0.3136948,0.6127,0.5342857142857144,0.42714285714285716,0.6542857142857142,0.5285714285714286,0.39800358326148366,0.719,0.5275512576,0.6232756288
SRB,Serbia,2013,0.29999999999999993,1.0,0.7433333333333334,1.0,0.44999999999999996,0.6986666666666667,0.5014285714285713,0.46909999999999996,0.517014,0.5314285714285715,1.0,0.6213336182,1.0,,0.31926538944244387,,0.6755823,0.9993,0.44,0.38285714285714284,0.5371428571428571,0.37857142857142856,0.6057680792820912,0.504,0.571570748,0.537785374
SYC,Seychelles,2013,0.30999999999999994,1.0,0.795,,0.48,0.64625,0.6628571428571428,0.43787,0.36782,0.6342857142857143,0.641049004,0.7522678757,0.759580962859966,,0.5175178050994873,,,,0.6171428571428572,0.5807142857142856,0.6314285714285715,0.5885714285714286,0.604871743972779,0.471,0.5197648152000001,0.4953824076
SLE,Sierra Leone,2013,0.2599999999999999,1.0,0.7883333333333334,0.75,0.39,0.6376666666666667,0.30428571428571427,0.060795,0.422786,0.42142857142857143,0.161243248,0.37099029539999995,,,0.1960125207901001,,0.11275460000000001,0.6595,0.5171428571428571,0.40499999999999997,0.6085714285714285,0.49714285714285716,0.35240468668225916,0.509,0.44894452099999993,0.47897226049999997
SGP,Singapore,2013,0.78,1.0,1.0,1.0,0.51,0.858,0.9157142857142857,0.7857799999999999,0.25819000000000003,0.8614285714285714,0.30739379,0.6383401489,0.303381760793717,0.489,,,0.8508414999999999,1.0,0.8942857142857142,0.8428571428571429,0.7999999999999999,0.8142857142857143,0.6972499020189389,0.402,0.523006168,0.462503084
SVK,Slovak Republic,2013,0.61,1.0,0.7883333333333334,1.0,0.7,0.8196666666666668,0.5885714285714285,0.522165,0.4865880000000001,0.6114285714285714,1.0,0.7667835045,1.0,1.0,0.29588358402252196,0.7,0.8438791999999999,1.0,0.5528571428571428,0.32785714285714285,0.5871428571428572,0.37857142857142856,0.6663579912469433,0.836,0.7031630278,0.7695815139
SVN,Slovenia,2013,0.77,1.0,0.9650000000000002,1.0,0.75,0.897,0.7014285714285714,0.6350899999999999,0.689606,0.7300000000000001,1.0,0.875451355,1.0,1.0,,1.0,0.831226,1.0,0.6042857142857143,0.455,0.6342857142857143,0.4114285714285714,0.7854876204017858,0.863,0.7114318848,0.7872159424
